cui_1,relship,cui_2
C0011900,AFFECTS,C0004610
C0279516,TREATS,C1516213
C0279516,TREATS(INFER),C1960455
C0085732,PREDISPOSES,C0004610
C0744471,COEXISTS_WITH,C0036974
C0036690,COEXISTS_WITH,C0000846
C0005791,METHOD_OF,C2825926
C0278486,AFFECTS,C0729594
C1299258,NEG_ISA,C0012634
C0009566,COEXISTS_WITH,C1336527
C0149615,TREATS,C0086582
C1511790,TREATS,C0036690
C1145640,PREVENTS,C0015967
C0600327,CAUSES,C0206277
C0524850,PREDISPOSES,C0600327
C0194037,TREATS,C0019829
C0376563,ADMINISTERED_TO,C0030705
C1511497,ADMINISTERED_TO,C0030705
C0079460,AFFECTS,C0026473
C0079460,AFFECTS,C0027950
C0574032,TREATS,C0009932
C0574032,TREATS(INFER),C2004062
C0079460,CAUSES,C1444662
C0079460,AUGMENTS,C0301944
C0014547,COEXISTS_WITH,C0001175
C0085672,DIAGNOSES,C0004610
C0085672,DIAGNOSES,C0085082
C0004610,CAUSES,C0151699
C0005779,CAUSES,C0151699
C0036690,CAUSES,C1458140
C0007102,COEXISTS_WITH,C0272412
C0024485,DIAGNOSES,C0205400
C0024485,DIAGNOSES,C4476575
C0040405,DIAGNOSES,C0205400
C0040405,DIAGNOSES,C4476575
C0041618,DIAGNOSES,C0205400
C0041618,DIAGNOSES,C4476575
C0227389,LOCATION_OF,C0205400
C0227389,LOCATION_OF,C4476575
C0227389,LOCATION_OF,C0006826
C0227389,LOCATION_OF,C0007097
C0184666,TREATS(INFER),C0012634
C1373218,PREDISPOSES,C0004610
C0005423,LOCATION_OF,C0348000
C0002556,TREATS,C1257890
C0854324,PROCESS_OF,C0030705
C0854530,PROCESS_OF,C0021270
C0012634,PROCESS_OF,C0043210
C0007806,LOCATION_OF,C0475463
C0015231,COEXISTS_WITH,C2186379
C0042749,COEXISTS_WITH,C0150312
C2728259,PREVENTS,C0004610
C0004610,OCCURS_IN,C0021562
C0037995,AFFECTS,C0019829
C0024305,PROCESS_OF,C0001675
C0743841,COEXISTS_WITH,C0683521
C0010858,ADMINISTERED_TO,C0030705
C0026639,LOCATION_OF,C0221198
C2673594,PROCESS_OF,C0025266
C2673594,PROCESS_OF,C0030705
C2673594,PROCESS_OF,C0043210
C0221237,PROCESS_OF,C0030705
C0149745,PROCESS_OF,C0030705
C0030827,PREVENTS,C0152964
C0030827,PREVENTS,C3714514
C0035052,ADMINISTERED_TO,C0030705
C0038402,CAUSES,C3714514
C0027353,COEXISTS_WITH,C0032535
C0677881,PRECEDES,C0040808
C0576778,ADMINISTERED_TO,C0030705
C0008809,PREVENTS,C0009450
C0030827,PREVENTS,C0009450
C0006560,NEG_PREDISPOSES,C0432485
C1168005,DIAGNOSES,C1821461
C0040732,NEG_PREDISPOSES,C0432485
C0318137,CAUSES,C0025289
C0032285,AFFECTS,C0746866
C0007589,PROCESS_OF,C0001418
C0025289,PROCESS_OF,C0043406
C0376562,TREATS,C0030705
C0150312,COEXISTS_WITH,C0085082
C0150312,COEXISTS_WITH,C0023530
C0016832,CAUSES,C1262313
C0023530,COEXISTS_WITH,C0206277
C0036690,PROCESS_OF,C0016880
C0016880,CAUSES,C0027537
C0016880,CAUSES,C0036690
C0042449,LOCATION_OF,C0040046
C0200949,DIAGNOSES,C0748042
C0206427,LOCATION_OF,C1964257
C1964257,METHOD_OF,C0011900
C0004610,PROCESS_OF,C0004613
C0006826,ISA,C0442867
C0019693,PROCESS_OF,C0029921
C0015967,PROCESS_OF,C0027361
C0019693,PROCESS_OF,C0027361
C0033522,MEASURES,C0021149
C0004610,PROCESS_OF,C0026914
C0035078,COEXISTS_WITH,C0272275
C0040034,AFFECTS,C0030705
C0040038,AFFECTS,C0026192
C0040038,ISA,C0040053
C0003241,CAUSES,C0272275
C0003280,TREATS,C0040053
C0019134,TREATS,C0022660
C0272275,CAUSES,C0035078
C0220825,PREVENTS,C3714514
C1185740,LOCATION_OF,C3161243
C3161243,PROCESS_OF,C1516213
C0441107,TREATS,C0442797
C0878969,USES,C0750164
C1516213,USES,C0878969
C3161243,AFFECTS,C1516213
C3470196,ASSOCIATED_WITH,C0035412
C3470196,CAUSES,C0581384
C0581384,PROCESS_OF,C0008059
C3470196,NEG_CAUSES,C0581384
C0035412,PROCESS_OF,C0008059
C0013216,TREATS(INFER),C0002871
C0086776,CAUSES,C0002871
C0003232,TREATS(INFER),C0376545
C0016976,LOCATION_OF,C0024299
C0149520,PROCESS_OF,C0025266
C0005558,DIAGNOSES,C0456863
C0004398,DIAGNOSES,C0024299
C0036690,CAUSES,C0035222
C0004610,PROCESS_OF,C0315054
C1514892,PRODUCES,C0597979
C0008947,TREATS(INFER),C0006826
C0008947,TREATS(INFER),C1960455
C0020933,TREATS(INFER),C0006826
C0020933,TREATS(INFER),C1960455
C0235369,AFFECTS,C0005684
C0033629,DIAGNOSES,C0006826
C0033629,DIAGNOSES,C0036690
C0037083,PROCESS_OF,C0150775
C0041368,ISA,C0079189
C0041368,PART_OF(SPEC),C0150775
C0079189,PART_OF,C0150775
C0041368,ASSOCIATED_WITH,C0006625
C0024320,PRODUCES,C0034861
C0014834,LOCATION_OF,C0024320
C0041368,INTERACTS_WITH,C0597357
C0004610,PROCESS_OF,C0870869
C0004661,ISA,C0029235
C0009054,ISA,C0029235
C0006840,PROCESS_OF,C0008059
C0025289,NEG_PROCESS_OF,C0008059
C0678026,TREATS,C3714514
C0004610,PRECEDES,C0085082
C0085593,ISA,C1457887
C0426576,ISA,C1457887
C0011168,PROCESS_OF,C0030705
C0018989,PROCESS_OF,C0030705
C0019825,PROCESS_OF,C0030705
C0040808,USES,C0282215
C0338237,TREATS(INFER),C1960455
C0001824,PROCESS_OF,C1516213
C0040808,USES,C0031955
C0004635,AFFECTS,C0004610
C0442886,OCCURS_IN,C0030705
C0160390,COEXISTS_WITH,C0036690
C0027950,PRODUCES,C0064833
C0041368,STIMULATES,C0027950
C0002210,ISA,C0001347
C0002210,STIMULATES,C0021760
C0043552,NEG_PART_OF,C0001347
C0043552,NEG_PART_OF(SPEC),C0002210
C0085741,ISA,C0001347
C0085741,PRODUCES,C0001347
C0022917,STIMULATES,C0027950
C0041368,ASSOCIATED_WITH,C0085669
C0011065,PROCESS_OF,C1257890
C0011900,AFFECTS,C0030705
C0035379,PART_OF,C0019704
C0276500,PROCESS_OF,C0030705
C0085297,PREVENTS,C3714514
C1513793,TREATS,C0030705
C1513793,TREATS(INFER),C3714514
C0677881,TREATS,C0023530
C0019156,OCCURS_IN,C0030705
C0018951,PROCESS_OF,C0026809
C3828339,CAUSES,C0023418
C0038826,AFFECTS,C0016720
C0016720,CAUSES,C0020507
C0037993,LOCATION_OF,C0020507
C0598766,PROCESS_OF,C0026809
C3272281,PROCESS_OF,C1257890
C0749647,PROCESS_OF,C0029921
C0338237,TREATS,C0015967
C0086439,COEXISTS_WITH,C0012634
C0021755,NEG_DISRUPTS,C0019868
C0013227,STIMULATES,C0033554
C0033551,INHIBITS,C0033554
C0040300,LOCATION_OF,C0033554
C3872685,PART_OF,C0007634
C0003241,PART_OF,C0020094
C0006837,CAUSES,C0036974
C0004039,CAUSES,C0036983
C0006837,CAUSES,C0036983
C0319911,CAUSES,C0036983
C1947956,CAUSES,C0036983
C0042313,ASSOCIATED_WITH,C0036974
C0018483,CAUSES,C0039520
C0018483,CAUSES,C3892044
C0014118,PROCESS_OF,C0317564
C0004610,PROCESS_OF,C0376387
C0018284,AFFECTS,C0004610
C1332206,PROCESS_OF,C0376387
C0009392,ADMINISTERED_TO,C0030705
C0004610,COEXISTS_WITH,C2985294
C3540512,NEG_ADMINISTERED_TO,C0030705
C0079460,ADMINISTERED_TO,C0030705
C3714514,COMPLICATES,C0006826
C3714514,COMPLICATES,C0018939
C0199779,NEG_ADMINISTERED_TO,C0030705
C0003232,TREATS,C0006826
C0003232,TREATS,C0018939
C0145617,ISA,C0003232
C0145617,TREATS(SPEC),C0006826
C0145617,TREATS(SPEC),C0018939
C0145617,TREATS(SPEC),C3714514
C0001367,PREVENTS,C0019348
C0199176,PREVENTS,C0004623
C0206558,PROCESS_OF,C0030705
C1056091,CAUSES,C0085082
C0036690,PROCESS_OF,C0085494
C0677881,COEXISTS_WITH,C0019993
C0036690,PROCESS_OF,C0021562
C0001973,PROCESS_OF,C0030705
C0014544,PROCESS_OF,C0030705
C0457640,PROCESS_OF,C0030705
C0940933,CAUSES,C0011065
C0021022,TREATS,C1079230
C0021022,TREATS,C0023434
C0042313,TREATS(INFER),C0029463
C0218640,PART_OF,C0086418
C2939461,PROCESS_OF,C0030705
C0376562,CAUSES,C0600688
C0016397,ISA,C3714514
C0027361,LOCATION_OF,C0006560
C0005961,METHOD_OF,C0013216
C0149615,TREATS(INFER),C0019080
C0042071,TREATS,C0742007
C0225845,LOCATION_OF,C0085590
C0036690,COEXISTS_WITH,C0087086
C0338237,NEG_TREATS,C0026946
C0338237,NEG_TREATS,C0205160
C0042071,TREATS,C0087086
C0003232,TREATS,C0742007
C0742007,PROCESS_OF,C1257890
C0042071,COEXISTS_WITH,NA
C0042071,TREATS,C0036690
C0185115,USES,NA
C0149783,TREATS,C0205969
C0028241,CAUSES(SPEC),C0029118
C0028241,ISA,C0600148
C0600148,CAUSES,C0029118
C0205969,PROCESS_OF,C0025266
C0021740,ASSOCIATED_WITH,C3887901
C0027442,LOCATION_OF,C3887901
C0012854,ASSOCIATED_WITH,C1262091
C0012854,PART_OF,C0431085
C0013216,TREATS,C1630409
C0026639,LOCATION_OF,C0318146
C0152964,PREDISPOSES,C0035222
C0085590,TREATS(INFER),C0023418
C0179762,TREATS(INFER),C0006826
C0179762,TREATS(INFER),C0085669
C0185115,TREATS,C0009566
C1299078,CAUSES,C0004610
C1299078,CAUSES,C0085082
C1367477,INTERACTS_WITH,C0024432
C1367477,INTERACTS_WITH,C0026473
C0007634,LOCATION_OF,C1367477
C1367477,ASSOCIATED_WITH,C0012634
C0030312,COEXISTS_WITH,C0278847
C0086438,COEXISTS_WITH,C0278847
C0230148,LOCATION_OF,C1096155
C0005558,DIAGNOSES,C0040100
C0004398,DIAGNOSES,C2018695
C0040100,COEXISTS_WITH,C0030312
C0036690,PROCESS_OF,C0042637
C0032172,CAUSES,C0012739
C0014264,ASSOCIATED_WITH,C3714514
C0032172,ASSOCIATED_WITH,C0012634
C0005767,LOCATION_OF,C0032172
C0032172,ASSOCIATED_WITH,C0036981
C0032172,ISA,C0450442
C0014264,CAUSES,C0085639
NA,CAUSES,C0600688
C0036983,AFFECTS,C0021368
C0949898,LOCATION_OF,NA
C0443640,INHIBITS,NA
C0033213,COEXISTS_WITH,C0036983
C0315046,ISA,C0085508
C0029235,CAUSES,C0743841
C0315045,CAUSES,C0743841
C0315046,CAUSES,C0743841
C3178973,ASSOCIATED_WITH,C1167395
C0278694,PROCESS_OF,C0030705
C4053871,PROCESS_OF,C0030705
C0278996,COEXISTS_WITH,C0392618
C0008947,ADMINISTERED_TO,C0030705
C0199176,USES,C0008947
C0199176,USES,C1510875
C1510875,ADMINISTERED_TO,C0030705
C2930041,ADMINISTERED_TO,C0030705
C0008947,compared_with,C2930041
C0005841,PREDISPOSES,C0876973
C0042765,PROCESS_OF,C1516213
C0025643,NEG_TREATS,C0080103
C0042765,AFFECTS,C0038172
C0007450,ISA,C0003062
C0145106,compared_with,C0205992
C0205992,TREATS,C0030705
C0879626,PROCESS_OF,C0030705
C0145106,TREATS,C1096243
C0015967,COEXISTS_WITH,C0686744
C0145106,PREVENTS,C0742007
C0013216,USES,C0179762
C0145106,ASSOCIATED_WITH,C0742007
C0013216,PRECEDES,C0021107
C0179762,PREVENTS,C0742007
C1145640,TREATS(INFER),C0015967
C1145640,TREATS(INFER),C0023530
C2735310,PREVENTS,C0009566
C0744471,COEXISTS_WITH,C0001824
C0079459,ISA,C0009392
C0079460,ISA,C0009392
C0009450,COEXISTS_WITH,C0006826
C1328050,TREATS,C0205851
C0008838,TREATS(INFER),C0205851
C0015133,TREATS(INFER),C0205851
C0034052,LOCATION_OF,C0085590
C0085590,TREATS(INFER),C0010340
C0581447,CAUSES,C3714514
C0179790,CAUSES,C0036690
C0036981,PROCESS_OF,C0026809
C0001060,PRODUCES,C0041368
C0031153,LOCATION_OF,C0007584
C0031153,PRODUCES,C0041368
C1519477,PRODUCES,C0041368
C0020517,NEG_PRODUCES,C0041368
C0010280,TREATS,C0006118
C0582147,PROCESS_OF,C0008059
C0030705,USES,C0021102
C0023530,PROCESS_OF,C0009932
C1273937,COEXISTS_WITH,C1457887
C0007578,INHIBITS,C0079189
C0018850,INHIBITS,C0079189
C0206527,INHIBITS,C0079189
C0319873,CAUSES,C0742007
C0315194,CAUSES,C0004610
C0125606,ASSOCIATED_WITH,C0036983
C0021760,CAUSES,C0012634
C0007806,LOCATION_OF,C0125606
C0008495,PROCESS_OF,C0043210
C0031154,COEXISTS_WITH,C0013687
C0032285,COEXISTS_WITH,C0013687
C0043210,LOCATION_OF,C0002638
C0085437,COEXISTS_WITH,C0013687
C0039097,LOCATION_OF,C0125606
C0125606,ASSOCIATED_WITH,C0021368
C0343401,CAUSES,C0032787
C0343401,PROCESS_OF,C0870602
C0343401,CAUSES,C0032285
C1299597,TREATS,C0008059
C1299597,TREATS(INFER),C0015967
C1299597,TREATS(INFER),C0023530
C4041017,CAUSES,C0004610
C0011900,DIAGNOSES,C0004610
C0011900,DIAGNOSES,C0007642
C0011900,DIAGNOSES,C0015967
C0011900,DIAGNOSES,C0085437
C0037943,TREATS,C0008059
C2062586,PREDISPOSES,C0151857
C0023508,DIAGNOSES,C0085437
C3897004,PROCESS_OF,C0030705
C0741885,CAUSES,C0009062
C0149778,PROCESS_OF,C0009054
C3263723,COEXISTS_WITH,C0685938
C0020985,DIAGNOSES,C0220847
C0042774,COEXISTS_WITH,C0027651
C0877046,PROCESS_OF,C0030705
C0229671,LOCATION_OF,C1959603
C0229671,LOCATION_OF,C1335221
C0312586,PART_OF,C3887509
C0312586,STIMULATES,C3540622
C1510438,USES,C0312586
C0003964,PART_OF,C0086418
C0086418,LOCATION_OF,C3540622
C0229671,LOCATION_OF,C3540622
C3540622,PART_OF,C0030274
C0282583,PROCESS_OF,C0034693
C1141926,PROCESS_OF,C0030705
C0019144,PRECEDES,C0185115
C0006560,ADMINISTERED_TO,C0008059
C0042027,LOCATION_OF,C3714514
C2828043,ISA,C0445623
C2108283,DIAGNOSES,C0004610
C1142127,COEXISTS_WITH,C1511606
C0677881,CAUSES,C1373218
C1373218,CAUSES,C1262313
C0029119,PROCESS_OF,C1516213
C0040616,NEG_TREATS,C0030705
C0267627,COEXISTS_WITH,C0085393
C0023726,TREATS,C3714514
C0023726,TREATS,C0030705
C0023726,TREATS(INFER),C0006826
C0023726,TREATS(INFER),C0018939
C0023726,ADMINISTERED_TO,C0030705
C0040053,NEG_PROCESS_OF,C0030705
C0333222,ISA,C3714514
C0333222,PROCESS_OF(SPEC),C0030705
C1323717,PROCESS_OF,C0030705
C0005789,CAUSES,C0019080
C0243077,CAUSES,C0019080
C0032105,LOCATION_OF,C0699918
C0175996,LOCATION_OF,C1323717
C1323717,NEG_PROCESS_OF,C0030705
C0016006,NEG_PRODUCES,C0605660
C0229671,LOCATION_OF,C0001347
C0229671,PART_OF,C0008059
C1168005,MEASURES,C0457453
C1419799,compared_with,C0006560
C1419799,higher_than,C0006560
C0027361,NEG_LOCATION_OF,C1419799
C0392079,PROCESS_OF,C1257890
C3665800,PROCESS_OF,C1257890
C0277799,PROCESS_OF,C0025266
C0018563,LOCATION_OF,C1532713
C0007531,LOCATION_OF,C0426576
C0007531,LOCATION_OF,C1096155
C0029235,CAUSES,C0014118
C0027059,PROCESS_OF,C0030705
C0004037,CAUSES,C0027059
C0027059,CAUSES,C0011065
C0229613,LOCATION_OF,C0024305
C0085297,PREVENTS,C0392618
C0459422,PROCESS_OF,C0030705
C0038402,CAUSES,C0004610
C1557631,PROCESS_OF,C0030705
C0008059,LOCATION_OF,C1275917
C0205653,LOCATION_OF,C1275917
C0442867,PROCESS_OF,C0205653
C4520847,PROCESS_OF,C0030705
C4520847,PROCESS_OF,C0008059
C0442797,PROCESS_OF,C0008059
C0017725,TREATS,C0871463
C0017725,TREATS(INFER),C0036690
C0017725,TREATS(INFER),C0231218
C0030234,TREATS,C0871463
C0033684,TREATS,C0871463
C0231218,PROCESS_OF,C0871463
C0597297,PROCESS_OF,C0030705
C1825598,AFFECTS,C0597297
C1825598,ASSOCIATED_WITH,C0012634
C0030548,ADMINISTERED_TO,C0871463
C0030548,AFFECTS,C0030705
C0001349,PROCESS_OF,C0030705
C0020933,TREATS(INFER),C0027651
C0020933,TREATS(INFER),C0038826
C0038826,PROCESS_OF,C0085494
C0028128,AFFECTS,C0036983
C0030827,PREVENTS,C0036690
C0041044,PREVENTS,C0036690
C0041044,compared_with,C0030827
C0041044,lower_than,C0030827
C1145670,COEXISTS_WITH,C0036690
C0041044,NEG_TREATS,C0038402
C0041044,NEG_TREATS,C2828040
C0020517,OCCURS_IN,C0030705
C0318157,CAUSES,C0036974
C0036690,ASSOCIATED_WITH,C0018154
C0003138,TREATS,C0017152
C0019590,TREATS,C0017152
C0038351,LOCATION_OF,C1849265
C0040808,METHOD_OF,C0035139
C0032285,PROCESS_OF,C2828040
C0036690,PROCESS_OF,C2828040
C0949083,CAUSES,C0036690
C0012634,COEXISTS_WITH,C0009566
C0008196,PREVENTS,C3898092
C0028741,PREVENTS,C3898092
C3898092,COEXISTS_WITH,C0023418
C0005961,TREATS,C0023418
C0028741,PREVENTS,C0017574
C0028741,PREVENTS,C0038362
C0028741,PREVENTS,C0555971
C0004663,CAUSES,C0038012
C0019137,ASSOCIATED_WITH,C0012739
C0019137,ASSOCIATED_WITH,C0023487
C0012634,CAUSES,C0012739
C0019137,TREATS,C0030705
C0019137,TREATS(INFER),C0012739
C0032105,LOCATION_OF,C0019137
C0003438,PREVENTS,C0012739
C0019137,PREVENTS,C0012739
C0003438,ASSOCIATED_WITH,C0005779
C0019137,ASSOCIATED_WITH,C0005779
C0019137,ASSOCIATED_WITH,C0036690
C0019137,NEG_INHIBITS,C0003438
C0023487,CAUSES,C0012739
C0040018,TREATS,C0030705
C0040018,TREATS(INFER),C0012739
C0040018,TREATS(INFER),C0023487
C0003438,TREATS,C0012739
C0279033,USES,C0019137
C0006916,ISA,C0314752
C0004610,COEXISTS_WITH,C0017565
C0004610,COEXISTS_WITH,C0333355
C0014441,MEASURES,C0021760
C0021760,PREDISPOSES,C0020517
C0007559,TREATS,C0030705
C0007559,TREATS(INFER),C3714514
C0007559,TREATS(SPEC),C3714514
C0058868,TREATS,C0030705
C0058868,TREATS(INFER),C3714514
C0036690,COEXISTS_WITH,C0035243
C3714514,COEXISTS_WITH,C0036690
C0032134,TREATS,C0009566
C0032134,TREATS(SPEC),C0442874
C0392920,TREATS,C0009566
C0392920,TREATS(SPEC),C0442874
C0442874,ISA,C0009566
C0021440,TREATS,C0085082
C3494870,PART_OF,C0003062
C1293116,PRECEDES,C0524865
C0162633,PROCESS_OF,C0003062
C0033755,INTERACTS_WITH,C1422036
C0003241,ASSOCIATED_WITH,C0024299
C0013935,LOCATION_OF,C0017278
C1516213,LOCATION_OF,C0079189
C1299597,TREATS(INFER),C0018939
C0018939,COEXISTS_WITH,C0023530
C0002499,ADMINISTERED_TO,C0030705
C0071972,TREATS,C0027627
C0022625,TREATS,C0030705
C0445819,CAUSES,C0742007
C0013216,TREATS,C0035335
C0013216,TREATS,C0043210
C0085082,PROCESS_OF,C0021562
C0185115,TREATS,C0553576
C0037088,ASSOCIATED_WITH,C0085082
C0006625,ISA,C0221423
C0035222,ISA,C0221423
C0036983,ISA,C0221423
C0441130,TREATS,C0008059
C0019994,LOCATION_OF,C0220931
C0398701,PROCESS_OF,C0008059
C0030705,LOCATION_OF,C1275917
C0021081,NEG_TREATS,C0012634
C0021079,NEG_TREATS,C0012634
C0014441,NEG_DIAGNOSES,C3714514
C0016318,NEG_DIAGNOSES,C3714514
C0003320,PART_OF,C0015767
C0035220,COEXISTS_WITH,C0343960
C0035220,PROCESS_OF,C0030705
C0036974,COEXISTS_WITH,C0343960
C0169614,TREATS,C3714514
C0005961,TREATS,C0376545
C4534363,PROCESS_OF,C0008059
C0005961,TREATS,C0006826
C0008809,AFFECTS,C0442815
C0026458,ADMINISTERED_TO,C0030705
C0206277,PREDISPOSES,C0748042
C0012634,AFFECTS,C0041296
C0002679,TREATS,C0948382
C0948382,AFFECTS,C3843708
C0948382,PROCESS_OF,C0030705
C0678026,TREATS(INFER),C0001824
C0678026,TREATS(INFER),C0015967
C0004034,CAUSES,C0032285
C0318063,ISA,C0004611
C0204727,NEG_TREATS,C0001675
C0204727,NEG_TREATS(INFER),C0442867
C0442867,PROCESS_OF,C0001675
C0004610,NEG_AFFECTS,C0948382
C0002556,TREATS,C3714514
C0003232,compared_with,C0002556
C0003232,higher_than,C0002556
C0332149,PREDISPOSES,C3714514
C0259797,CAUSES,C0036690
C0259797,PROCESS_OF,C0030705
C0259797,PROCESS_OF,C0680681
C0259797,PROCESS_OF,C1257890
C0016663,COEXISTS_WITH,C0026764
C0030647,LOCATION_OF,C0600123
C0030647,LOCATION_OF,C0016663
C0030647,LOCATION_OF,C0029443
C0040944,CAUSES,C0003869
C0022100,USES,C0025942
C2037866,USES,C0025942
C0392276,TREATS,C0009566
C0318146,ISA,C0029235
C0205054,LOCATION_OF,C1737263
C0877274,COEXISTS_WITH,C0085393
C0023977,USES,C0003308
C0023977,USES(SPEC),C0016277
C1275917,ASSOCIATED_WITH,C0023467
C1275917,ASSOCIATED_WITH,C0085669
C2677829,PREDISPOSES,C1836407
C0023467,ISA,C0023470
C0013216,TREATS(INFER),C2677829
C2677829,PROCESS_OF,C0030705
C0038174,CAUSES,C0023418
C0742006,PROCESS_OF,C0043210
C0749647,PROCESS_OF,C0043210
C0178784,LOCATION_OF,C0004037
C0028365,compared_with,C0030771
C0028365,TREATS,C0030705
C0030771,ISA,C0279516
C0026766,COEXISTS_WITH,C0001824
C0748042,COMPLICATES,C0376545
C1271481,TREATS,C0748042
C1271481,ISA,C0079459
C0036319,INTERACTS_WITH,C0027361
C0003955,ISA,C0018893
C0041221,ISA,C0033739
C0019169,CAUSES,C0042749
C0027651,AFFECTS,C0301872
C0162429,AFFECTS,C0301872
C0030899,DISRUPTS,C0312861
C0021756,PRODUCES,C0079189
C0079189,PART_OF,C0027627
C1272883,AFFECTS,C0007613
C0027950,LOCATION_OF,C0008018
C0030899,INTERACTS_WITH,C0041368
C0229671,PART_OF,C0007634
C0030899,TREATS,C0009566
C0041368,ASSOCIATED_WITH(SPEC),C0021368
C0079189,ASSOCIATED_WITH,C0021368
NA,ASSOCIATED_WITH,C0015967
NA,AFFECTS,C0012634
NA,ASSOCIATED_WITH,C0012634
C2755743,PROCESS_OF,C0040300
C3539125,DISRUPTS,C0600688
C0043481,AFFECTS,C1817756
C1817756,PROCESS_OF,C0026809
C0001916,PROCESS_OF,C0162416
C0149368,TREATS,C0162416
C0149368,TREATS(INFER),C0001916
C0007125,PROCESS_OF,C0003062
C0036981,PROCESS_OF,C0003062
C0023449,COEXISTS_WITH,C0023467
C0344211,TREATS,C0023467
C0042776,INTERACTS_WITH,C0015767
C0026020,METHOD_OF,C0031740
C0003250,ASSOCIATED_WITH,C0600327
C0003250,PART_OF,C0086418
C0085162,ISA,C0198482
C0022885,DIAGNOSES,C0150312
C0067762,CAUSES,C1560213
C0442867,COEXISTS_WITH,C0036983
C0442867,COEXISTS_WITH,C0865236
C0001802,USES,C0070198
C0194037,TREATS,C0024305
C0194037,TREATS,C0277556
C0079784,ADMINISTERED_TO,C0030705
C0008013,PART_OF,C0027950
C0338237,TREATS,C0744471
C0185115,TREATS,C0012634
C0199779,ADMINISTERED_TO,C1516213
C0002556,COEXISTS_WITH,C0003232
C0002556,COEXISTS_WITH(SPEC),C0280049
C0002556,COEXISTS_WITH(SPEC),C0304320
C0013162,NEG_COEXISTS_WITH,C0002556
C0013162,NEG_COEXISTS_WITH,C0282215
C0280049,COEXISTS_WITH,C0003232
C0280049,COEXISTS_WITH(SPEC),C0002556
C0280049,COEXISTS_WITH(SPEC),C0304320
C0280049,ISA,C0003232
C0304320,COEXISTS_WITH,C0003232
C0304320,COEXISTS_WITH(SPEC),C0002556
C0304320,COEXISTS_WITH(SPEC),C0280049
C0310367,TREATS,C0744471
C0009429,TREATS,C0015967
C0009429,TREATS,C0033809
C0009429,TREATS(INFER),C0012634
C0009429,TREATS(INFER),C0744471
C0012634,PROCESS_OF,C0033809
C0024432,LOCATION_OF,C0036766
C0024432,PART_OF,C0007450
C0021755,STIMULATES,C0063444
C0021760,STIMULATES,C0063444
C0041368,STIMULATES,C0063444
C0063444,ADMINISTERED_TO,C0007450
C0032105,LOCATION_OF,C0068527
C0004623,PROCESS_OF,C0027361
C0027361,LOCATION_OF,C0032105
C0032105,LOCATION_OF,C0006560
C0018133,PROCESS_OF,C0027361
C0042769,PROCESS_OF,C0027361
C0542241,PROCESS_OF,C0027361
C0006560,NEG_STIMULATES,C0068527
C0009450,AUGMENTS,C0018133
C1290884,AUGMENTS,C0018133
C0456981,PART_OF,C0015767
C0949466,MEASURES,C0003261
C1510438,MEASURES,C0003261
C0042749,PROCESS_OF,C3669692
C0015767,INTERACTS_WITH,C0042749
C1264606,AFFECTS,C0020966
C0580327,USES,C0016318
C0005953,PART_OF,C3669692
C0005953,LOCATION_OF,C0042776
C0042210,PART_OF,C0015767
C0042210,PREVENTS,C0042749
C0060140,ADMINISTERED_TO,C0007450
C1622204,PART_OF,C0007450
C0079337,NEG_PROCESS_OF,C0007450
C0034862,PART_OF,C0015767
C0020517,PROCESS_OF,C0007450
C0042210,ADMINISTERED_TO,C0242856
C0034862,ADMINISTERED_TO,C0007450
C0042210,PART_OF,C0007450
C0042212,PART_OF,C0042776
C0199176,TREATS,C0007450
C0014441,METHOD_OF,C0596473
C1116171,COEXISTS_WITH,C0042749
C0042210,ADMINISTERED_TO,C0007450
C0042212,PART_OF,C0015767
C0042210,COEXISTS_WITH,C0036774
C0008976,USES,C0042196
C0060140,PART_OF,C0042760
C0007450,NEG_LOCATION_OF,C0003241
C0012634,INTERACTS_WITH,C0015767
C1136170,PART_OF,C0042776
C0025248,PART_OF,C0042776
C0015767,INTERACTS_WITH,C0035369
C0015392,LOCATION_OF,C0334492
C0334492,COMPLICATES,C0024305
C0334492,COMPLICATES,C0012634
C0007097,NEG_COEXISTS_WITH,C0334492
C0020981,NEG_COEXISTS_WITH,C0334492
C0024305,NEG_COEXISTS_WITH,C0334492
C0000325,CAUSES,C0677930
C0052827,DISRUPTS,C0018270
C0677930,PROCESS_OF,C0026809
C0007289,CAUSES,C0018188
C0018188,PROCESS_OF,C0034693
C0025746,INTERACTS_WITH,C0870883
C0037278,PROCESS_OF,C0043210
C0008996,TREATS,C0037274
C0149783,TREATS,C0037274
C0920563,PROCESS_OF,C1516213
C0021641,AFFECTS,C0596620
C1145751,NEG_AFFECTS,C0021641
C1159527,PRODUCES,C0017725
C2584434,PROCESS_OF,C0030705
C1159527,PROCESS_OF,C0030705
C1948023,AFFECTS,C1159527
C0600558,USES,C0013227
C1511484,USES,C0003993
C1511484,USES,C0010711
C1511484,USES,C0025677
C1511484,USES,C0039512
C0194037,PRECEDES,C0149615
C0005953,LOCATION_OF,C3827024
C1764827,PART_OF,C0015767
C0553669,PROCESS_OF,C0007450
C0085082,PRECEDES,C0004032
C0194037,TREATS,C0262963
C0262963,PROCESS_OF,C0030705
C0262963,PROCESS_OF,C0025266
C4303069,LOCATION_OF,C0037278
C0225844,LOCATION_OF,C0553581
C0013404,PROCESS_OF,C0043210
C0039985,DIAGNOSES,C0018800
