cui_1,relship,cui_2
C0078058,ASSOCIATED_WITH,C0012634
C0533668,ASSOCIATED_WITH,C0012634
C3840403,ASSOCIATED_WITH,C0012634
C0030705,LOCATION_OF,C0533668
C0540511,TREATS,C0030705
C0540511,TREATS(INFER),C0036983
C0194401,TREATS,C0699885
C0194401,TREATS,C1827293
C0011900,PRECEDES,C0194401
C0194401,TREATS,C0027361
C0009566,ASSOCIATED_WITH,C1418464
C0042027,LOCATION_OF,C0006736
C0184149,TREATS,C0020295
C0317883,CAUSES,C0004610
C0027442,LOCATION_OF,C0314761
C0317883,ISA,C0314755
C0003467,PROCESS_OF,C0030705
C0011581,PROCESS_OF,C0030705
C0051767,TREATS,C0030705
C0199470,TREATS,C0264490
C1868981,TREATS(INFER),C0264490
C1868981,compared_with,C3164735
C3164735,TREATS,C0030705
C3164735,TREATS(INFER),C0264490
C3164735,AFFECTS,C0009566
C3164735,compared_with,C1868981
C0009566,COEXISTS_WITH,C1145670
C0877445,PROCESS_OF,C0870668
C0877445,OCCURS_IN,C0870668
C0086438,PREDISPOSES,C0877445
C3634387,CAUSES,C1262313
C3634387,ISA,C0016832
C0003232,NEG_AFFECTS,C2744535
C2744535,ASSOCIATED_WITH,C0744471
C1976726,PROCESS_OF,C0030705
C0343386,COEXISTS_WITH,C0220621
C0343386,COEXISTS_WITH,C0278704
C0343386,OCCURS_IN,C0008059
C0343386,PROCESS_OF,C0008059
C0036690,COEXISTS_WITH,C3714514
C0014356,PROCESS_OF,C0029039
C0016712,PREVENTS,C0004422
C1681480,LOCATION_OF,C1097299
C0004422,LOCATION_OF,C1097299
C0034861,INTERACTS_WITH,C0014834
C0229671,LOCATION_OF,C0016712
C0001551,STIMULATES,C0003241
C0004422,PROCESS_OF,C1633987
C0887892,PART_OF,C0004422
C0887892,TREATS,C0004422
C0015967,ASSOCIATED_WITH,C0243010
C0023530,AFFECTS,C0009488
C0990166,TREATS,C0020615
C0020615,COMPLICATES,C0022660
C0004610,PROCESS_OF,C0318102
C0042749,PROCESS_OF,C0027361
C0520989,PROCESS_OF,C0030705
C0315101,CAUSES,C0004610
C0004610,COEXISTS_WITH(SPEC),C0085393
C2828040,ISA,C0029235
C0040808,TREATS,C0085669
C0040808,TREATS,C0746883
C0200949,MEASURES,C0036690
C0013216,TREATS,C0007137
C0027530,LOCATION_OF,C0007137
C0178784,LOCATION_OF,C4055506
C0004398,DIAGNOSES,C0024291
C0014834,CAUSES,C0149801
C1276154,TREATS,C0023467
C1511484,ADMINISTERED_TO,C0030705
C0152965,PROCESS_OF,C0030705
C0019796,PART_OF,C3891560
C0019796,AFFECTS,C0301872
C0028589,AFFECTS,C0040649
C0028589,AFFECTS,C0043240
C0028589,AFFECTS,C0598312
C0030685,TREATS,C0021368
C0920425,CAUSES,C0333355
C0030409,PROCESS_OF,C0030705
C0030407,CAUSES,C0030409
C0030409,PROCESS_OF,C0008059
C0019994,LOCATION_OF,C0011900
C0030409,COEXISTS_WITH,C0686744
C0005558,METHOD_OF,C0011900
C0253930,ASSOCIATED_WITH,C1328504
C2830088,INHIBITS,C0253930
C0021701,PART_OF,C0086418
C3885637,ISA,C2985546
C0153690,PROCESS_OF,C0030705
C0021440,ADMINISTERED_TO,C0030705
C1521726,PROCESS_OF,C0030705
C0152964,COEXISTS_WITH,C0746883
C0376545,PROCESS_OF,C0001675
C0008809,ADMINISTERED_TO,C0001675
C0000737,PROCESS_OF,C0001675
C0010200,PROCESS_OF,C0008059
C0055003,TREATS,C0001675
C0055003,AFFECTS,C0152964
C0152964,PROCESS_OF,C0001675
C0152964,PROCESS_OF,C0008059
C0382336,INTERACTS_WITH,C0013227
C0382336,ISA,C0013227
C0028754,PROCESS_OF,C0030705
C0085076,TREATS(INFER),C0028754
C0018704,LOCATION_OF,C0681873
C0040289,TREATS,C0030705
C0441031,LOCATION_OF,C0085076
C0038925,LOCATION_OF,C0009566
C0038925,NEG_LOCATION_OF,C0009566
C0441031,LOCATION_OF,C0524865
C0040289,TREATS(INFER),C0028754
C0040289,TREATS(INFER),C0221791
C0221791,PROCESS_OF,C0030705
C0524865,TREATS(INFER),C0028754
C0524865,TREATS(INFER),C0221791
C1709854,USES,C0040289
C0028754,PROCESS_OF,C1257890
C0220825,TREATS(INFER),C0028754
C0524865,USES,C0040289
C1262313,PROCESS_OF,C0150775
C0023122,ISA,C0017446
C0877445,PROCESS_OF,C0680022
C1299597,TREATS,C0877445
C2926735,TREATS,C0877445
C0877445,PROCESS_OF,C0021289
C0315251,CAUSES,C0036983
C0315251,PRODUCES,C0246081
C0004610,PRODUCES,C0246081
C1855645,AFFECTS,C0030705
C0229671,LOCATION_OF,C0085295
C0860380,METHOD_OF,C0013216
C1261473,PROCESS_OF,C0008059
C0014653,AFFECTS,C0220645
C0229671,LOCATION_OF,C0021764
C0123759,compared_with,C0123759
C0085295,ASSOCIATED_WITH,C0036690
C0037556,TREATS,C0008059
C0079459,ASSOCIATED_WITH,C0036690
C0024299,PRECEDES,C0042749
C0011900,DIAGNOSES,C0024299
C0004610,PROCESS_OF,C1188853
C0004610,PROCESS_OF,C1224283
C1961102,PROCESS_OF,C0030705
C0002499,TREATS,C0004610
C0020933,TREATS,C0004610
C0040739,TREATS,C0023467
C0040739,TREATS,C0026985
C3900059,TREATS,C0026985
C0026985,PART_OF,C0030705
C3897730,ADMINISTERED_TO,C0013018
C2700007,PART_OF,C1999167
C3694424,TREATS,C0085393
C0025080,TREATS,C0008059
C0025080,TREATS(INFER),C0023449
C0042371,USES,C0021102
C1624748,ASSOCIATED_WITH(INFER),C0036690
C1624748,ASSOCIATED_WITH(INFER),C0376545
C1624748,PART_OF,C0030705
C1262313,COEXISTS_WITH,C0376545
C0023467,AFFECTS,C0022646
C0023467,AFFECTS,C0023884
C0023467,AFFECTS,C0024109
C0023467,AFFECTS,C0037993
C1145701,TREATS,C0015967
C0376443,AFFECTS,C0877248
C0015970,CAUSES,C0012634
C0178415,PROCESS_OF,C0025266
C0002921,ISA,C1293116
C0002921,PREDISPOSES,C0036690
C0002921,PREDISPOSES,C0042029
C0027741,USES,C0699094
C0227958,LOCATION_OF,C0699094
C0027741,ADMINISTERED_TO,C0025266
C0027741,PREDISPOSES,C0036690
C1224283,CAUSES,C0004610
C0042765,PROCESS_OF,C0008059
C0282215,NEG_AFFECTS,C0042765
C0450254,CAUSES,C0238106
C0023985,TREATS,C0030705
C0023985,TREATS(INFER),C0004610
C0278484,PRECEDES,C1697746
C1697746,CAUSES,C0004610
C0011065,ASSOCIATED_WITH,C3495919
C0010152,CAUSES,C0036983
C0023480,PROCESS_OF,C0030705
C0009316,ASSOCIATED_WITH,C0376545
C0009316,NEG_PART_OF,C0450254
C0231218,PROCESS_OF,C0030705
C0599918,PROCESS_OF,C0030705
C0009316,TREATS,C0600688
C0600688,PROCESS_OF,C0001675
C0600688,PROCESS_OF,C0008059
C0009316,TREATS,C0030705
C0009316,TREATS,C4288965
C0009316,TREATS(INFER),C0376545
C1299597,TREATS,C3164780
C0036572,PROCESS_OF,C0030705
C0009316,TREATS,C0599918
C0023530,COEXISTS_WITH,C2886794
C0035139,USES,C0025080
C0599917,PREVENTS,C2886794
C3846543,PROCESS_OF,C0030705
C0021853,LOCATION_OF,C0004610
C2945640,PROCESS_OF,C0030705
C0278701,CAUSES,C0085082
C4014106,PROCESS_OF,C0030705
C0744235,CAUSES,C0015967
C0243026,COEXISTS_WITH,C0243001
C0440790,PART_OF,C0030705
C0033808,LOCATION_OF,C0074992
C4075117,CAUSES,C0004610
C0014118,PROCESS_OF,C1080735
C0014118,PROCESS_OF,C1707496
C0004590,CAUSES,C3714514
C0004610,AFFECTS,C1257890
C0006105,AFFECTS,C1257890
C0007642,AFFECTS,C1257890
C0032285,AFFECTS,C1257890
C0600558,TREATS,C0870221
C0600558,TREATS(INFER),C1510428
C1510428,PROCESS_OF,C0870221
C0920425,TREATS,C0030705
C0920425,TREATS(INFER),C0006105
C0004610,COEXISTS_WITH,C0006105
C0085669,PROCESS_OF,C0001675
C3179010,TREATS,C0085669
C0679575,DIAGNOSES,C0004610
C1827293,PROCESS_OF,C0030705
C0320118,ISA,C0016832
C0280449,AFFECTS,C0030705
C0340669,PROCESS_OF,C0030705
C0205054,LOCATION_OF,C1336869
C1336869,PROCESS_OF,C0030705
C0340669,OCCURS_IN,C0030705
C0185033,AFFECTS,C0007113
C0035648,CAUSES,C0009566
C0030797,LOCATION_OF,C0332853
C0400330,PREVENTS,C3698200
C0240318,PROCESS_OF,C0030705
C1096155,PROCESS_OF,C0030705
C0019994,LOCATION_OF,C0007328
C0025063,ISA,C0240318
C0039991,TREATS,C0030705
C1188215,CAUSES,C0004610
C0023470,PROCESS_OF,C0043210
C0024687,LOCATION_OF,C0023470
C0152018,PROCESS_OF,C0025266
C3397315,CAUSES,C3714514
C0319873,ISA,C0016832
C0029118,COEXISTS_WITH,C0085669
C0205721,PROCESS_OF,C3901013
C1268551,TREATS,C0205721
C3156956,AFFECTS,C0036690
C0025268,PROCESS_OF,C0043210
C0919691,AFFECTS,C0036690
C0436307,TREATS,C0278701
C0436307,USES,C0671970
C0001551,TREATS,C0030705
C0001551,TREATS(INFER),C0024623
C0877445,CAUSES,C0036690
C0819757,LOCATION_OF,C0016832
C0012927,AUGMENTS,C0024109
C1292533,LOCATION_OF,C0032520
C1292533,LOCATION_OF,C0162789
C1292533,LOCATION_OF,C0162801
C0019134,TREATS,C1516213
C0445115,compared_with,C0019134
C0445115,TREATS,C1516213
C0009378,ISA,C0220825
C0009378,TREATS(SPEC),C3665800
C0220825,TREATS,C3665800
C0220825,USES,C0009378
C3665800,PROCESS_OF,C0030705
C0009378,TREATS(SPEC),C0014121
C0220825,TREATS,C0014121
C0027651,COEXISTS_WITH,C0032584
C0150312,COEXISTS_WITH,C3665800
C0009375,PROCESS_OF,C0030705
C0006826,PROCESS_OF(SPEC),C0042610
C0042610,ISA,C1257890
C2239176,PROCESS_OF(SPEC),C1257890
C3539919,TREATS,C0006826
C0008325,CAUSES,C0009566
C0008325,CAUSES(SPEC),C0023885
C0008325,CAUSES(SPEC),C0085605
C0008325,ISA,C0009566
C0023885,CAUSES,C0009566
C0023885,CAUSES(SPEC),C0008325
C0023885,CAUSES(SPEC),C0085605
C0023885,ISA,C0009566
C0036690,CAUSES,C0009566
C0036690,CAUSES(SPEC),C0008325
C0036690,CAUSES(SPEC),C0023885
C0036690,CAUSES(SPEC),C0085605
C0085605,CAUSES,C0009566
C0085605,CAUSES(SPEC),C0008325
C0085605,CAUSES(SPEC),C0023885
C0085605,ISA,C0009566
C1113679,TREATS,C0030705
C0004504,COEXISTS_WITH,C0718566
C1145701,TREATS,C1262313
C1521726,PROCESS_OF,C0599755
C4054987,COEXISTS_WITH,C3714514
C1514815,COEXISTS_WITH,C3714514
C1565489,COEXISTS_WITH,C3714514
C1145701,TREATS,C0026946
C0230168,LOCATION_OF,C0205721
C1260298,TREATS(INFER),C0010340
C1260298,TREATS(INFER),C0205721
C1690590,LOCATION_OF,C1518527
C0004661,LOCATION_OF,C0074992
C1260298,ADMINISTERED_TO,C0030705
C0338237,NEG_TREATS,C0030705
C0009429,USES,C1260298
C0001705,CAUSES,C0149778
C0679254,PROCESS_OF,C0030705
C0008370,COEXISTS_WITH,C0442893
C0023884,LOCATION_OF,C0008370
C0206187,LOCATION_OF,C0008370
C0008370,PROCESS_OF,C0030705
C0006105,PROCESS_OF,C0023859
C0006105,AFFECTS,C0085393
C0025289,AFFECTS,C0085393
C0036690,AFFECTS,C0085393
C0036690,PROCESS_OF,C0023861
C0021368,COEXISTS_WITH,C0085393
C0023861,CAUSES,C0021368
C0006105,PROCESS_OF,C1516213
C2939419,PROCESS_OF,C1516213
C2931245,PROCESS_OF,C0030705
C0015392,LOCATION_OF,C0001139
C1269815,TREATS,C0029921
C0072027,ASSOCIATED_WITH,C0004610
C0072027,ASSOCIATED_WITH,C0036983
C0072027,ASSOCIATED_WITH(INFER),C0004610
C0072027,ASSOCIATED_WITH(INFER),C0036983
C0072027,PART_OF,C0030705
C2630641,CAUSES,C0004610
C0028240,LOCATION_OF,C0074992
C0004034,LOCATION_OF,C0060961
C0004610,PROCESS_OF,C0023861
C0030705,LOCATION_OF,C0008145
C0030705,LOCATION_OF,C0005767
C0030705,LOCATION_OF,C0007806
C0450442,TREATS,C0010414
C1764827,PART_OF,C0010416
C2827788,MEASURES,C0002679
C2827788,MEASURES,C0016277
C2827788,MEASURES,C0016278
C2827788,MEASURES,C0064113
C0004504,STIMULATES,C0016277
C0004504,STIMULATES,C0066256
C0700325,USES,C0718566
C0023467,PROCESS_OF,C0021289
C0085082,OCCURS_IN,C0001675
C0085082,OCCURS_IN,C0021289
C0002911,TREATS,C0030705
C0002911,TREATS(INFER),C1373218
C0002911,TREATS(INFER),C3714514
C0002911,ISA,C0184661
C0002911,METHOD_OF(SPEC),C1171175
C0184661,METHOD_OF,C1171175
C1112412,PREDISPOSES,C3714514
C1112412,PROCESS_OF,C0030705
C0002766,AFFECTS,C3714514
C0002911,AFFECTS,C3714514
C0442867,COEXISTS_WITH,C3714514
C1709157,PROCESS_OF,C0030705
C0376545,AFFECTS,C0178784
C1961099,AFFECTS(SPEC),C0178784
C1961099,ISA,C0376545
C0029130,LOCATION_OF,C0332448
C0015392,LOCATION_OF,C0030353
C0746883,PREDISPOSES,C0748622
C0748622,PROCESS_OF,C0030705
C0003776,PREDISPOSES,C1290884
C0024660,LOCATION_OF,C0003776
C0003776,PART_OF,C0205054
C0042036,LOCATION_OF,C0003776
C0229671,LOCATION_OF,C0003776
C0021107,TREATS,C0026809
C0021107,TREATS(INFER),C0027651
C0003776,AUGMENTS,C1290884
C1955781,PROCESS_OF,C0043210
C0013216,TREATS,C0278502
C0009429,USES,C0008838
C0694675,LOCATION_OF,C0042449
C0009429,USES,C0144576
C0011900,DIAGNOSES,C0085082
C0024299,PROCESS_OF,C0238607
C0085082,PROCESS_OF,C0238607
C0013216,TREATS,C0079731
C0200949,DIAGNOSES,C0023281
C1882062,ISA,C0012634
C0877153,PROCESS_OF,C1516213
C0004610,COEXISTS_WITH,C0002874
C0004610,COEXISTS_WITH,C0036983
C0004610,COEXISTS_WITH,C1719672
C3272283,COEXISTS_WITH,C0744471
C0006968,COEXISTS_WITH,C0009316
C0315060,CAUSES,C0004610
C0042029,OCCURS_IN,C0030705
C0949083,OCCURS_IN,C0030705
C0587491,LOCATION_OF,C2603343
C0013216,USES,C1825598
C0020962,LOCATION_OF,C0013216
C1562576,CAUSES,C0343532
C0023467,AFFECTS,C1562576
C0011991,ISA,C1457887
C0011991,PROCESS_OF(SPEC),C0030705
C0015967,PROCESS_OF(SPEC),C0030705
C0239376,ISA,C1457887
C0239376,PROCESS_OF(SPEC),C0030705
C0278061,CAUSES,C1860224
C0278061,PROCESS_OF,C0870602
C1860224,PROCESS_OF,C1999167
C0436307,TREATS,C0153567
C0034606,DIAGNOSES,C0205400
C0506546,LOCATION_OF,C0205400
C0013973,CAUSES,C0149882
C0436307,COMPLICATES,C0149882
C0940933,AFFECTS,C0030705
C0205908,USES,C0014245
C0940933,PROCESS_OF,C0684030
C0940933,COEXISTS_WITH,C0036690
C0940933,COEXISTS_WITH,C0042029
C0940933,COEXISTS_WITH,C0876973
C0003232,TREATS,C0243001
C0860239,ISA,C0009566
C0238013,ISA,C1262313
C0238013,PROCESS_OF,C0030705
C0238013,COEXISTS_WITH,C0877248
C1262313,COEXISTS_WITH,C0877248
C1262313,COEXISTS_WITH,C0220621
C1334085,PREDISPOSES,C0036690
C1334085,ASSOCIATED_WITH,C0023530
C0015967,ASSOCIATED_WITH,C0036690
C0220621,PROCESS_OF,C0030705
C0229664,LOCATION_OF,C1417503
C0162571,ISA,C0042776
C1705576,PRECEDES,C0545322
C0002874,COEXISTS_WITH,C3841787
C0149783,ADMINISTERED_TO,C0030705
C2926735,AFFECTS,C0011065
C0027707,PROCESS_OF,C0030705
C0019693,COEXISTS_WITH,C0009566
C0022646,LOCATION_OF,C0009566
C0596790,LOCATION_OF,C0221198
C0194073,ADMINISTERED_TO,C0030705
C0384228,CAUSES,C0013221
C0011900,DIAGNOSES,C0013221
C0029118,PROCESS_OF,C0008059
C0446051,CAUSES,C0026946
C0553580,PROCESS_OF,C0030705
C0537894,ADMINISTERED_TO,C0030705
C0201179,DIAGNOSES,C0150312
C0003204,TREATS,C0150312
C0003204,TREATS,C3714514
C0003308,TREATS,C3714514
C0279516,TREATS,C3714514
C0018150,LOCATION_OF,C1825598
C0278329,USES,C0008809
C0008809,TREATS(INFER),C0027651
C0033808,CAUSES,C0744471
C0744471,PROCESS_OF,C1257890
C0017636,PROCESS_OF,C0030705
C3714514,COEXISTS_WITH,C0023418
C0278704,PROCESS_OF,C0870668
C1096243,PROCESS_OF,C0870668
C1825598,ASSOCIATED_WITH,C0023467
C1825598,ASSOCIATED_WITH,C3463824
C0002424,LOCATION_OF,C0018935
C0205100,LOCATION_OF,C0038250
C0205100,LOCATION_OF,C1511246
C0018935,USES,C0007584
C1096243,COEXISTS_WITH,C0023467
C1096243,COEXISTS_WITH,C3463824
C0162429,ASSOCIATED_WITH,C0029235
C0023448,PROCESS_OF,C0030705
C0029443,PROCESS_OF,C0030705
C0678014,TREATS,C0023448
C0010414,AFFECTS,C1373218
C0023448,COEXISTS_WITH,C0221204
C0678014,TREATS,C0030705
C0010414,COEXISTS_WITH,C0085393
C0085393,COEXISTS_WITH,C0029443
C0055003,ISA,C0450442
C0055003,TREATS(SPEC),C0746883
C0450442,TREATS,C0746883
C0184661,PRECEDES,C1511790
C1764827,PART_OF,C1709696
C1510438,DIAGNOSES,C0238013
C0085795,TREATS,C0030705
C0085795,TREATS(INFER),C0746883
C0042397,ADMINISTERED_TO,C0030705
C0024419,PROCESS_OF,C0030705
C0024419,PROCESS_OF,C0025266
C0014124,LOCATION_OF,C0031256
C0026724,LOCATION_OF,C0031256
C0746883,PROCESS_OF,C0043210
C1096155,PROCESS_OF,C0025266
C1510483,DIAGNOSES,C0079731
C0030580,LOCATION_OF,C0024305
C0442158,LOCATION_OF,C0012634
C0442158,LOCATION_OF,C0277786
C0278252,NEG_COEXISTS_WITH,C0012634
C0204727,TREATS,C0005795
C0204727,TREATS(INFER),C0231221
C0231221,PROCESS_OF,C0005795
C0004610,PROCESS_OF,C0005795
C0152964,COEXISTS_WITH,C0014121
C0152964,COEXISTS_WITH,C0699790
C0004610,PROCESS_OF,C0013018
C0699790,PROCESS_OF,C0030705
C0042749,COEXISTS_WITH,C0023467
C0005953,LOCATION_OF,C0006826
C0085820,LOCATION_OF,C0006826
C0020964,PROCESS_OF,C1516213
C0475463,AUGMENTS,C0546816
C0005615,PROCESS_OF,C0025914
C0332155,PROCESS_OF,C1516213
C2711734,LOCATION_OF,C2603343
C0009488,PROCESS_OF,C1516213
C0028351,ADMINISTERED_TO,C0030705
C0044091,TREATS,C0027341
C0015967,PROCESS_OF,C0870668
C0023530,PROCESS_OF,C0870668
C0015967,CAUSES,C0184666
C0023530,CAUSES,C0184666
C0001138,ISA,C0018150
C0022727,ISA,C0018150
C0006968,TREATS,C0018150
C0038454,PROCESS_OF,C0327204
C0087111,METHOD_OF,C0679699
C0013216,CAUSES,C1373218
C0004610,COEXISTS_WITH,C1709157
C0027651,COEXISTS_WITH,C0004610
C0024109,PART_OF,C0030705
C0304324,PREDISPOSES,C0037088
C4289767,PROCESS_OF,C0376387
C0472699,TREATS(INFER),C4289767
C0006837,ISA,C0029235
C0319899,ISA,C0029235
C0016277,TREATS,C4288965
C0009566,COEXISTS_WITH,C0035648
C0003232,NEG_PREVENTS,C0009566
C0009566,COEXISTS_WITH,C3658261
C0032285,ISA,C0009450
C0036690,ISA,C0009450
C0184661,COEXISTS_WITH,C0019993
C0009566,COEXISTS_WITH,C0032285
C0678941,PART_OF,C0008059
C0019168,PART_OF,C0008059
C0019168,TREATS,C0008059
C0019168,TREATS(INFER),C1333977
C1333977,PROCESS_OF,C0008059
C2239176,PROCESS_OF,C0008059
C0019163,PROCESS_OF,C0008059
C0019168,TREATS,C0332149
C0023487,PROCESS_OF,C0025266
C0023530,PROCESS_OF,C0025266
C0023216,LOCATION_OF,C0221198
C0330340,ISA,C0032098
C0001443,PART_OF,C0521119
C0014442,INTERACTS_WITH,C0001443
C0001443,ISA,C0028621
C0001443,INHIBITS,C0301872
C0001443,TREATS,C0033213
C0013227,INTERACTS_WITH,C0001443
C0041044,ISA,C0003232
C0041044,TREATS,C0030705
C1185740,LOCATION_OF,C0010356
C0319905,CAUSES,C0014118
C0319905,CAUSES,C0014236
C0319905,CAUSES,C0022568
C0319905,CAUSES,C0024449
C0319905,CAUSES,C0031154
C0472699,TREATS(INFER),C4534318
C0006560,PREDISPOSES,C0919691
C0006560,PREDISPOSES,C0032787
C0919691,PROCESS_OF,C0030705
C0751429,TREATS,C0030705
C0023508,DIAGNOSES,C0032787
C0023690,METHOD_OF,C0019144
C3272697,PART_OF,C0030705
C0015967,PREDISPOSES,C0004610
C0004610,COEXISTS_WITH,C0015967
C0338237,PREDISPOSES,C0004610
C0015967,PROCESS_OF,C0205653
C0023449,PROCESS_OF,C0205653
C0600558,AFFECTS,C0004610
C0004610,COEXISTS_WITH,C0332448
C0376152,LOCATION_OF,C0012634
C0010711,PREDISPOSES,C3714514
C0013216,PREDISPOSES,C3714514
C0318157,CAUSES,C3714514
C0013216,CAUSES,C0333355
C2728259,TREATS,C0746883
C1517942,TREATS,C1257890
C0208355,PART_OF,C0175996
C0597304,PROCESS_OF,C0007634
C0286330,ISA,C0208355
C1440080,LOCATION_OF,C0015352
C0208355,PART_OF,C0521119
C0004364,PROCESS_OF,C0030705
C1512034,CAUSES,C1519680
C1512034,TREATS,C4055086
C2242529,PRECEDES,C1512034
C0004610,PROCESS_OF,C0445910
C2886794,PROCESS_OF,C1516213
C0021107,PRECEDES,C0037287
C1019638,CAUSES,C0012634
C0015967,COEXISTS_WITH,C0023530
C1010126,CAUSES,C0085082
C1010126,CAUSES,C3714514
C0718566,TREATS,C0030705
C1010126,CAUSES,C0860239
C0001138,CAUSES,C0007642
C1511790,TREATS(INFER),C0376545
C0004611,ASSOCIATED_WITH,C0746883
C0022885,DIAGNOSES,C0036690
C0043406,CAUSES,C0032285
C0914216,AFFECTS,C0031164
C0009274,TREATS(INFER),C0940933
C2608114,TREATS(INFER),C0032787
C0032042,ADMINISTERED_TO,C0009932
C0005767,LOCATION_OF,C1291185
C1291185,ASSOCIATED_WITH,C0032787
C0009274,TREATS(INFER),C0424099
C0424099,COEXISTS_WITH,C0274408
C0424099,PROCESS_OF,C0030705
C0004613,ASSOCIATED_WITH,C0578491
C0578491,PROCESS_OF,C0870668
C0035243,PROCESS_OF,C1516213
C1185740,LOCATION_OF,C4082764
C4082764,PROCESS_OF,C1516213
C0035243,PROCESS_OF,C0030705
C0344211,TREATS,C1516213
C0037284,COEXISTS_WITH,C0036690
C0037284,COEXISTS_WITH,C0042373
C0037284,PROCESS_OF,C0030705
C0042373,PROCESS_OF,C0030705
C0027575,ISA,C0445623
C0150866,DIAGNOSES,C0087086
C1180033,LOCATION_OF,C0004611
C0025306,COEXISTS_WITH,C0241157
C0333513,COEXISTS_WITH,C0085393
C0012634,COEXISTS_WITH,C0021368
C0002556,PREVENTS,C0004610
C0007561,PREVENTS,C0004610
C0009429,PREVENTS,C0004610
C1516924,AFFECTS,C0017428
C1819995,LOCATION_OF,C2728259
C1819995,AFFECTS,C0020964
C0027061,LOCATION_OF,C0027627
C0024109,LOCATION_OF,C1262020
C0001883,COEXISTS_WITH,C0024115
C0033522,MEASURES,C0010186
C0029118,AUGMENTS,C0012634
C0029118,AUGMENTS(SPEC),C1336827
C0029118,ISA,C0012634
C1336827,ISA,C0012634
C0030498,ISA,C0029235
C0339979,PROCESS_OF,C0030705
C0004610,PROCESS_OF,C0028240
C0000833,PROCESS_OF,C0028240
C0004398,DIAGNOSES,C0000833
C0006104,LOCATION_OF,C0000833
C0022646,LOCATION_OF,C0000833
C0024109,LOCATION_OF,C0000833
C0037995,TREATS,C0235974
C0037995,TREATS,C0281361
C0176940,TREATS,C0281361
C0037995,TREATS,C1335302
C0917927,TREATS,C0206692
C0037995,PRECEDES,C0042196
C0004398,DIAGNOSES,C0026766
C0152966,CAUSES,C0151693
C3698065,PROCESS_OF,C0030705
C0743841,PROCESS_OF,C0030705
C0005516,PREDISPOSES,C0744471
C0599755,LOCATION_OF,C0085295
C2699541,USES,C0016263
C0020028,LOCATION_OF,C0033522
C0221423,PROCESS_OF,C0025266
C0231176,PROCESS_OF,C0025266
C0021708,LOCATION_OF,C2603343
C0004610,PROCESS_OF,C0001705
C0001705,CAUSES,C3714514
C0205054,LOCATION_OF,C0008679
C0279068,ISA,C0012634
C0030288,LOCATION_OF,C0333138
C0030288,LOCATION_OF,C1261287
C1550227,LOCATION_OF,C0333138
C1550227,LOCATION_OF,C1261287
C1268567,TREATS,C0007131
C0004610,PROCESS_OF,C0445742
C0008311,COEXISTS_WITH,C0004610
C0008311,PROCESS_OF,C1516213
C0678236,COEXISTS_WITH,C3811922
C0948501,AFFECTS,C0524910
C0220825,TREATS,C0023890
C0005558,DIAGNOSES,C0023890
C0796494,LOCATION_OF,C0005558
C0013216,TREATS,C0007102
C0192866,TREATS,C0007102
C0192866,TREATS,C0030705
C0400447,TREATS,C0012634
C0267831,LOCATION_OF,C0027627
C0741614,TREATS,C0030705
C0023890,COMPLICATES,C0007102
C0023890,COMPLICATES,C2239176
C0015252,TREATS,C0150312
C0400447,TREATS,C0030705
C0670896,AFFECTS,C0027651
C0670896,AFFECTS,C0042749
C0017428,PART_OF,C0042567
C0600466,ISA,C0035366
C0600466,INTERACTS_WITH,C0012634
NA,CAUSES,C0042749
NA,CAUSES,C1961099
C1423633,CAUSES,C1961099
C0858744,COEXISTS_WITH,C0019682
C0450254,INTERACTS_WITH,C0600466
C2095755,TREATS,C0030705
C2095755,TREATS,C0007847
C2095755,TREATS,C0043210
C0025255,LOCATION_OF,C3203359
C1278797,PROCESS_OF,C0021289
C2095755,TREATS,C0026591
C0005615,ISA,C0032961
C0006836,CAUSES,C0036983
C0006836,CAUSES,C1719672
C0337308,TREATS,C0042610
C0230147,LOCATION_OF,C0036690
C0024203,TREATS,C0150312
C0279626,PROCESS_OF,C0030705
C0472888,TREATS,C0279626
C0085198,PRECEDES,C0865818
C0865818,PART_OF,C0030705
C0019004,TREATS,C0030705
C0019004,TREATS(INFER),C0026764
C0019004,USES,C0011947
C0019004,TREATS,C0026764
C1764827,COEXISTS_WITH,C0310367
C0015967,OCCURS_IN,C0030705
C0004610,COEXISTS_WITH,C0024305
C0008031,PROCESS_OF,C0025266
C0023518,PROCESS_OF,C0025266
C0085532,DIAGNOSES,C1299335
C0412620,DIAGNOSES,C0001624
C0600466,PROCESS_OF,C0026809
C0026626,NEG_PROCESS_OF,C0025914
C0021051,AFFECTS,C0003261
C0026398,PROCESS_OF,C0026809
C0035366,CAUSES,C0024299
C0006826,AFFECTS,C0600466
C0004610,ASSOCIATED_WITH,C0315054
C1294197,METHOD_OF,C0011900
C0995188,TREATS,C4329280
C0221910,LOCATION_OF,C4329280
C0035020,OCCURS_IN,C0030705
C0002792,PROCESS_OF,C0030705
C0995188,ASSOCIATED_WITH,C4329280
C0229671,LOCATION_OF,C0032594
C0006826,CAUSES,C0036690
C0029925,ISA,C0006826
C0036690,COEXISTS_WITH,C0029925
C0871489,USES,C1145640
C0597198,PROCESS_OF,C0030705
C1511790,TREATS(INFER),C0524910
C2737045,compared_with,C0369335
C0023890,COEXISTS_WITH,C2239176
C0023890,ISA,C0239946
C2737045,ASSOCIATED_WITH,C0239946
C2737045,ASSOCIATED_WITH(SPEC),C0023890
