pmid,cui
30124421,C0004268
30122310,C0013216
30122310,C0877248
30122310,C0877373
30122310,C3850079
30122310,C0009566
30122310,C0677886
30122310,C2744535
30122310,C0023530
30122310,C0746883
30122310,C0085533
30122310,C1522577
30120679,C0401186
30120679,C0009566
30120679,C0019080
30120679,C0005841
30109482,C0025080
30109482,C0919691
30109482,C0587437
30109482,C0734007
30102894,C0010148
30102894,C0012546
30102894,C0027651
30102894,C0445692
30102894,C0376545
30102894,C0860239
30102894,C2985566
30102894,C3714514
30101922,C0318290
30101922,C0004610
30101922,C0013216
30101922,C0032285
30101922,C0472699
30096417,C0200949
30096417,C0018939
30096417,C0085669
30096417,C0085494
30096417,C0003232
30096417,C0314752
30096417,C0749647
30095691,C0023418
30095691,C0746883
30095691,C3714514
30095691,C0450254
30095691,C0023530
30095691,C0338237
30095691,C0427965
30088727,C0184666
30088727,C3897254
30088727,C0019993
30088727,C0358594
30088429,C0006826
30088429,C0010340
30088429,C0036690
30079788,C0006826
30079788,C0877445
30079788,C0012634
30079788,C0205082
30079788,C1262313
30079788,C0024299
30079788,C0085669
30079788,C3463824
30079788,C0376545
30063864,C0229671
30063864,C0076612
30063864,C0006826
30063864,C0012634
30063864,C0010674
30063864,C0038056
30054809,C0026636
30054809,C0677862
30054809,C0270952
30054809,C0085479
30032562,C0023467
30032562,C0338237
30032562,C0003232
30028728,C0178784
30027493,C0543467
30027493,C0400330
30027493,C1142182
30027493,C3806166
30025903,C0006826
30025903,C0019994
30025903,C0376545
30025903,C0318146
30025903,C0013216
30025903,C0204727
30020445,C0004238
30020445,C0011065
30020445,C0038454
30016251,C3657270
30016251,C0021083
30016251,C0023524
30016251,C0006826
30016251,C3714514
30016241,C0011065
30016241,C0178913
30015431,C1511790
30015431,C0030705
30012057,C0006826
30012057,C0010340
30012057,C0205721
30005979,C0004610
30005979,C0280100
30005979,C0035648
30005979,C0009488
30005979,C1514892
30001427,C2744535
30001427,C0524910
30001427,C0439663
29995539,C0027651
29995539,C0038833
29995539,C0877153
29995539,C4076184
29987150,C1096243
29987150,C1825598
29987150,C2603343
29987150,C4076168
29987150,C0338237
29984777,C0037995
29982318,C0006826
29982318,C1999167
29982318,C0036690
29982318,C0006141
29980975,C0019144
29980975,C0012621
29980975,C0940933
29980975,C0005437
29960962,C0152964
29960962,C0002871
29960962,C0019080
29953464,C0035648
29953464,C0085669
29953464,C3714514
29952954,C1145670
29952954,C0178784
29948973,C0278996
29948973,C0030705
29948973,C1825598
29948973,C0995188
29948973,C0239981
29948391,C0006826
29948391,C1318973
29948391,C0376545
29948391,C0035648
29936298,C0022983
29936298,C0037935
29936298,C0032285
29936298,C0038941
29936298,C0042029
29936298,C0036690
29936298,C0205903
29936298,C3272283
29931674,C0075691
29931674,C0086982
29914904,C0281361
29914904,C0085162
29914904,C0036690
29909820,C0085669
29909820,C3714514
29907236,C0031148
29907236,C0022100
29907236,C0032105
29907236,C0009402
29907236,C0036981
29907236,C1706912
29900654,C0042749
29900654,C0022277
29889816,C0235974
29889816,C0006826
29889816,C0036690
29889816,C0032285
29889816,C0242379
29889816,C1155065
29889816,C4061114
29885868,C0019994
29885868,C0004610
29885868,C0250480
29884573,C1145640
29884572,C0679699
29884572,C1096243
29884572,C0006826
29884572,C0162643
29884572,C0018939
29884572,C0020017
29883599,C0023530
29883599,C1328050
29883599,C0282515
29883599,C3714514
29883599,NA
29883599,C0184511
29883599,C0376545
29878628,C0079774
29878628,C2931409
29877236,C0023467
29877236,C0036983
29877236,C1020324
29877236,C0010711
29877236,C0013216
29877236,C0055003
29877236,C4055506
29867278,C0036117
29863780,C0006826
29863780,C1096243
29863780,C0278704
29863780,C3714514
29863780,C0020017
29863780,C0376545
29860713,C0013216
29860713,C0940933
29860713,C0023467
29860713,scale
29860713,C3715044
29860713,C0282515
29859647,C0010340
29859647,C0022660
29859647,C2917212
29859647,C0472681
29859647,C0006826
29859647,C0334296
29859647,C0012634
29859647,C0042065
29846280,C0162638
29846280,C3886763
29846280,C0449575
29846280,C1142499
29846280,C0025149
29846280,C2193200
29846280,C0227391
29846245,C0150234
29846245,C3467876
29846245,C0440790
29846245,C0518609
29846245,C0006560
29846245,C0015967
29846245,C0072027
29846245,C2697961
29844217,C0025598
29844217,C3890397
29844217,C0051028
29844217,C1448177
29844217,C0023810
29806765,C0004610
29806765,C0587437
29806765,C0440790
29806765,C0066005
29804839,C0000833
29804839,C0025255
29804839,C0008495
29804839,C0566701
29804839,C0023487
29804839,C0040845
29804839,C0004610
29804839,C0087111
29804839,C4086729
29803698,C1268551
29803698,C0006826
29803698,C0011847
29803698,C0035648
29803698,C0001779
29803698,NA
29803698,C0877445
29803698,C0319899
29797683,C0022688
29797683,C0040732
29797683,C0016277
29797683,C0360363
29797395,C4021547
29793873,C0439663
29793873,C1443861
29793873,C1963724
29793873,C0009450
29774878,C0010280
29774878,C0017638
29774878,C0004610
29774878,C0025289
29774878,C0018154
29774878,C3697784
29771293,C0026946
29771293,C0023418
29771293,C1262313
29771293,C0023530
29770754,C4534318
29770754,C1516213
29770754,C3714514
29770393,C0030705
29770393,C0032105
29770393,C0023810
29770393,C3658208
29770393,C0009402
29768470,C0004610
29768470,C0746883
29768470,C0229664
29768470,C0373704
29767394,C0376545
29767394,C3714514
29767394,C0020028
29767394,C3272283
29740793,C0019868
29740793,C0004623
29740793,C1623038
29740793,C2947019
29740793,C0080089
29738925,C0009818
29738925,C0010340
29738925,C1079230
29737104,C0376545
29737104,C3714514
29737104,C0014834
29737104,C0035648
29737104,C0014836
29737104,C1444097
29736609,C0282515
29736609,C0005558
29736609,C0005971
29736609,C0019993
29729257,C0009402
29729257,C0004610
29729257,C0009404
29729257,C0445623
29729257,C2926606
29729257,C0391908
29727310,C1185740
29727310,C0014834
29723457,C0019994
29723457,C0033119
29723457,C0034117
29723457,C3897254
29706580,C0193594
29706580,C0030279
29706580,C0085162
29705942,C1155266
29705942,C0032787
29705942,C0015252
29705942,C0009566
29705942,C3806166
29705942,C0022885
29705942,C0205160
29705860,C0376545
29705860,C3714514
29705860,C4289767
29705860,C0442749
29702054,C0023449
29702054,C0481504
29702054,C0036690
29702054,C0086438
29702054,C0085297
29698128,C0597427
29698128,C0914671
29698128,C1097299
29698128,C0032136
29698128,C0001551
29698128,C0020960
29698128,C0281643
29697470,C0005560
29697470,C0033572
29697470,C3897254
29697470,C0014268
29697470,C0040808
29697470,C0282638
29697470,C0814360
29697470,C3272283
29697470,C0520251
29684341,C0376545
29684341,C0010340
29684341,C0021708
29684341,C0006826
29684341,C0085669
29674405,C0341377
29674405,C0007102
29674405,C4019053
29674405,C0013216
29668936,C0006826
29668936,C0036690
29668936,C3714514
29668936,C0015967
29668936,C0072027
29668936,C0085393
29668936,C0257634
29668936,C0010340
29659377,C0009566
29659377,C0178825
29659377,C0376545
29659377,C1457887
29659377,C0032285
29659377,C0011065
29659377,C0442158
29659377,C0085494
29659377,C0853697
29659377,C0011079
29657212,C0022660
29657212,C0011065
29657212,C1704729
29657212,C0229671
29657212,C0042027
29657212,C0006826
29649549,C3714514
29649549,C0035648
29649549,C0598048
29649549,C0280100
29649549,C0442886
29649549,C1096243
29649549,C0006968
29649549,C0003232
29649549,C3272283
29628470,C0024299
29628470,C0031046
29628470,C0678236
29628470,C0041296
29628470,C0013516
29626305,C0231221
29626305,C0679637
29626305,C1861172
29626305,C0030705
29626305,C0630906
29626305,C0149871
29626305,C0032787
29626305,C0151950
29626305,C0226813
29621990,C0035648
29621990,C0184666
29616457,C0004623
29616457,C0376545
29616457,C0746883
29616457,C0004610
29616457,NA
29616457,C0201657
29616457,C1079230
29616457,C0006560
29616457,C0072027
29580267,C0006142
29580267,C0021845
29580267,C0796392
29580267,C0013218
29580267,C0144576
29580267,C0021852
29580267,C0185003
29580267,C0013216
29579262,C0010340
29579262,C0022660
29579262,C0280100
29579262,C1185740
29578426,C0015422
29578426,C0376358
29578426,C0542559
29578426,NA
29578426,C0178784
29578426,C0036690
29578073,C1444662
29578073,C0023530
29578073,C3714514
29578073,C0011065
29574110,C0033572
29574110,C0814360
29574110,C0005558
29574110,C0430402
29574110,C0036690
29574110,C0086528
29574110,C0004611
29573899,C0006826
29573899,C0036690
29573899,C0679878
29569379,C3714514
29569379,C0026764
29569379,C2744535
29569379,NA
29564624,C0004610
29564624,C0014121
29564624,C0205082
29564624,C0336548
29564624,C0729936
29564624,C0011900
29564624,C0035648
29549061,C4505099
29549061,C1825598
29549061,C0870186
29544362,C0004610
29544362,NA
29533134,C0003241
29533134,C1512409
29530012,C4545429
29530012,C0019080
29530012,C0036690
29530012,C0153676
29530012,C0007531
29530012,C0185115
29530012,C0024348
29530012,C0021079
29528949,C0007113
29528949,C3814448
29528949,C0013103
29528949,C1142182
29528949,C0087111
29528949,C0679782
29528949,C4331452
29525757,C0239182
29501064,C0001418
29501064,C0152095
29501064,C0334108
29501064,C0009566
29501064,C0006826
29501064,C0009368
29501064,C0267471
29501064,C0192871
29501064,C0009402
29501064,C0008655
29501064,NA
29490098,C0032098
29490098,C0036025
29490098,C0022378
29490098,C1412617
29490098,C0001527
29490098,C0547070
29490098,C1427165
29490098,C0699040
29490098,C3178870
29490098,C0221102
29481599,C0085669
29481599,C0877445
29481599,C0472699
29481599,C1417849
29472928,C0043251
29472928,C3891560
29472928,C0036690
29472928,C0015349
29472928,C0199176
29459036,C0034800
29455931,C0009063
29455334,C0036690
29455334,C0022938
29455334,C0023487
29455334,C0200931
29455334,C0232478
29455334,C1443924
29446734,C0282554
29446734,C0031307
29446734,NA
29437816,C0015230
29437816,C0015967
29437816,C1550293
29437816,C0038172
29437816,C0317947
29437578,C0005778
29437578,C0040048
29437578,C0016390
29437578,C2350307
29437578,C0026473
29437578,C1516559
29432826,C0011900
29432826,C0153252
29432826,C1522577
29432826,C0343885
29432826,C0877445
29432826,NA
29432384,C0006826
29432384,C1976726
29428697,C0004610
29428697,C0006826
29428697,C0919867
29428697,C1145640
29428697,C0030705
29428697,C2603343
29428697,C2744535
29428697,C0205160
29428697,C3533236
29428697,C0750558
29425733,C0006826
29425733,C0238748
29425733,C3714514
29425733,C0013216
29425733,C0596822
29425733,C0282386
29413723,C0242966
29413723,C0010340
29411126,C0009450
29411126,C0023449
29411126,C0015970
29382396,C0027627
29382396,C4321237
29382396,C0030705
29382396,C0036690
29382396,C0279068
29382396,C0242966
29382396,C2939419
29382396,C0072027
29365397,C0004623
29365397,C0027651
29365397,C1874451
29365397,C3714514
29365397,C1456094
29365397,C0013227
29365397,C1136254
29365397,C0392920
29365397,C0598798
29365397,C0018150
29365397,C0036686
29364019,C0036690
29364019,C0679637
29364019,C2608114
29364019,C0032787
29364019,C0242966
29355151,C0036690
29355151,C2586262
29355151,C0006826
29355151,C0178913
29338914,C0194401
29338914,C0010651
29338914,C0042020
29338914,C0007138
29338914,C0282638
29338914,C0042029
29338914,C0085494
29338914,C0185115
29338031,C0006826
29338031,C0036690
29338031,C0581601
29338031,C1327413
29338031,C2963020
29331162,C1145640
29331162,C3714514
29331162,C0185115
29329346,C0027651
29329346,C0343386
29329346,C3714514
29329346,C0015733
29329346,C2986505
29319209,C0023449
29319209,C3179010
29319209,C0277797
29319209,C0003232
29319209,C0004610
29319209,C0015967
29315472,C0036983
29315472,C0349410
29315472,C0014441
29315472,C0004610
29315472,C0010340
29315472,C0264490
29315390,C0042313
29288004,C0814360
29288004,C0019993
29288004,C3897254
29288004,C0005558
29287696,C0004610
29287696,C0011847
29287696,C0024623
29287696,C0032285
29286559,C0013216
29286559,C0022660
29286559,C0229671
29286559,C1302181
29286559,C1719672
29286559,C0023467
29286559,C0035648
29279494,C0004610
29279494,C0349530
29279494,C0315263
29279494,C0006826
29279494,C0043251
29269681,C0011900
29269681,C0032285
29269681,C0242602
29269681,C0023237
29269681,C3539922
29269681,C0040808
29266471,C0023449
29266471,C0085082
29266471,C0234918
29266471,C0023530
29266471,C0343939
29266471,C0010340
29266471,C0015230
29266344,C0672708
29266344,C1512474
29256064,C0085669
29256064,C0179433
29256064,C0189381
29256064,C0742724
29256064,C0021708
29256064,C0585632
29256064,NA
29256064,C1145670
29256064,C0009566
29247401,C0079744
29244630,C0238914
29244630,C0280100
29244630,C3714514
29244630,C0314752
29244630,C0033809
29244630,C0020517
29244630,C1553378
29233611,C0023530
29233611,C0242379
29233611,C0280100
29233611,C0009488
29233611,C0024109
29233611,C0032285
29233611,C0746883
29224318,C0013203
29224318,C0376545
29224318,C0019994
29224318,C0178913
29224318,C0486433
29224318,scale
29224318,C0006968
29224318,C0250480
29224318,C1260298
29224318,C0007554
29224318,C0060400
29224318,C1265292
29208561,C0008809
29208561,C0024299
29208561,C0026764
29208561,C2193200
29208561,C0940933
29208561,C0009566
29208561,C0004610
29208561,C0032285
29208561,C0746883
29199660,NA
29199660,C0038362
29199660,C2603343
29199660,C0278996
29199660,C1764827
29199660,C0006840
29199660,C0085082
29199660,C0678026
29199660,C0220908
29191690,C0015252
29191690,C0085162
29191690,NA
29191537,C2985562
29191537,C1704729
29191537,C0029235
29191537,C0032285
29191537,C0445625
29191537,C0199779
29191537,C0011847
29191537,C0023182
29189866,C0023467
29189866,C0036690
29189866,C0376545
29189866,C0005954
29189866,C0040395
29189866,C0087111
29178554,C0018133
29178554,C4505304
29178554,C0039194
29178554,C1417503
29178554,C0042749
29178554,C0682639
29169813,C0027530
29169813,C0796494
29169813,C1518345
29169153,C0145106
29169153,C0376545
29169153,C0162724
29169153,C0746883
29169153,C0004610
29165795,C0243077
29165795,C0293060
29165795,C0037083
29162280,C0445742
29162280,C1076664
29162280,C3714514
29162280,C0338237
29153062,C1510438
29153062,C0920425
29153062,C0200949
29153062,C0022885
29153062,C0746883
29153062,C0870221
29153062,C0331782
29153062,C0023530
29153062,C0449845
29148638,C0013216
29148638,C0009566
29148638,C0746883
29148638,C0014518
29148638,C0376545
29148638,C0036690
29148638,C0023530
29146383,C0017189
29146383,C0003232
29146383,C0036690
29146383,C0013216
29140240,C0023434
29140240,C0004610
29140240,C0332149
29137050,C0007134
29137050,C0085082
29137050,C0006840
29137050,C0279702
29137050,C0000726
29137050,C0034606
29137050,C1418729
29137050,C0005558
29137050,C0022646
29137050,C0319596
29137050,C0206681
29133583,C0036690
29116490,C0085162
29116490,C0009566
29116490,C2744535
29116490,C3494218
29116490,C0030274
29115095,C0030274
29110837,C0007131
29110837,C0877153
29110837,C0750484
29110837,C0278987
29110837,C0278329
29102349,C0006840
29102349,C0319596
29102349,C0007113
29102349,C0014236
29102349,C0085082
29095763,C0005778
29095763,C0006826
29095763,C0022885
29095763,C0334296
29095763,C0036690
29095763,C1821761
29095763,C0349410
29095763,C0441509
29066217,C0043241
29066217,C0009566
29066217,C0376545
29066217,C1096243
29066217,C2603343
29066217,C0005976
29065118,C0275524
29065118,C0006826
29065118,C0023530
29065118,C0343387
29065118,C1112209
29065118,C0074992
29065118,C0085494
29065118,C3826980
29065118,C0344211
29065118,C0338237
29040595,C0013216
29040595,C0085669
29040595,C0282386
29040595,C0304320
29040595,C0877629
29040595,C0376545
29040595,C0746883
29040595,C3272283
29040595,C0949665
29040595,C0014344
29040595,C0074992
29021140,C0009566
29021140,C0013216
29021140,C0036690
29021140,C0004590
29021140,C0019080
29021140,C0021308
29021140,C0178784
29021140,C0376545
29020942,C4534318
29020942,C0001175
29020942,C0079744
29020942,C2886794
29020310,C0600558
29020310,C0023418
29020310,C0282386
29020310,C0814360
29020310,C3179010
29018251,C0006826
29018251,C0877445
29018251,C0319882
29018251,C0003308
28993363,C0009063
28993363,C0016479
28993363,C0040796
28993363,C0241828
28993363,C0392618
28993363,C0543467
28993363,C0741614
28958968,C0036690
28958968,C0439775
28958968,C1334452
28958968,C0030231
28942840,C0040549
28942840,C0004630
28942840,C0011615
28942840,C0036690
28942840,C0038172
28942840,C0162638
28942840,C0683465
28937407,C0280100
28937407,NA
28937407,C0242966
28937303,C0038925
28937303,C0007137
28937303,C0030231
28937303,C4329280
28923303,C0035078
28923303,C0042313
28923303,C1859543
28923303,C1655806
28923303,C0013216
28923072,C0013216
28923072,C0009806
28923072,C0030442
28923072,C0240421
28923072,C1145628
28923072,C0392920
28923072,C1443901
28923072,C0005745
28923072,C0026961
28923072,C0205858
28923072,C0600558
28923072,C0033972
28915394,C1520120
28915394,C0017725
28915394,C2744579
28915394,C0036690
28886065,C0023884
28886065,C0019196
28886065,C0019189
28886065,C0027651
28886065,C0206669
28886065,C0239946
28886065,C0369335
28886065,C0553697
28886065,C2239176
28886065,C0007621
28886065,C0021376
28886065,C0220847
28886065,C0392674
28882933,C0023216
28882933,C0013604
28882933,C0030193
28882933,C0041834
28882933,C0230415
28882933,C1261075
28882933,C0024109
28882933,C0149750
28877157,C0006826
28877157,C0004610
28877157,C1441604
28877157,C1964257
28877157,C3272281
28877157,C0014653
28872724,C0023449
28872724,C0016871
28872724,C0074992
28872724,C3178973
28872724,C1282231
28865996,C0194401
28865996,C0026845
28865996,C0009566
28865996,C0281169
28865149,C0314756
28865149,C0012634
28865149,C0004610
28864559,C0450254
28864559,C0000833
28864559,C0004610
28864559,C0009404
28864559,C0014121
28864559,C0270628
28862979,C0027627
28862979,C1956078
28862979,C0238124
28862979,C0011079
28862979,C0021845
28862979,C0037278
28862979,C0683320
28862979,C0685938
28862320,C1956078
28858131,C3539919
28858131,C0023885
28858131,C0001563
28858131,C0025872
28858131,C0736268
28855077,C0003850
28855077,C0242379
28855077,C2718773
28855077,C0021753
28855077,C0027627
28855077,C2744535
